Descripcion,Descripcion_larga,Distrito,Habitaciones,Link,Localidad,Operacion,Precio,Tamano
Planta 4ª exterior con ascensor,"
Agencia inmobiliaria Tecnocasa Coslada zona Coslada Pueblo, Barrio Del Puerto Tecnocasa Estudio Nuevo Coslada Pueblo
EN ALQUILER: Descubre esta acogedora vivienda con una ubicación inmejorable a pocos minutos de la estación de Renfe de Coslada Central. La vivienda se encuentra en la calle CONQUISTADORES. Ideal para qu
",COSLADAMADRID,2,/inmueble/109354447/,Piso en Calle de los Conquistadores Coslada Pueblo,alquiler,1275,68.0
Bajo exterior sin ascensor,"
Se alquila estupenda vivienda exterior y muy luminosa en planta baja y recién reformada. Consta de 54m2 distribuidos en 2 dormitorios, 1 cuarto de baño, salón y cocina americana equipada con electrodomésticos. Dispone de puerta blindada, suelos porcelánicos, ventanas climalit y termo eléctrico. Se alquila vacía de mueb
",COSLADAMADRID,2,/inmueble/109220017/,Piso en Avenida de Roma 14,alquiler,890,54.0
Bajo exterior sin ascensor,"
MADRIDEM presenta este magnífico piso reformado de 68 m2, luminoso ubicado en el Barrio de Coslada Pueblo en Coslada. Se alquila no amueblado con la cocina equipada. Con todas las comodidades y las mejores calidades es un espacio ideal para vivir.
Entre las características destacadas de este piso, se encuentran:
- Un
",COSLADAMADRID,2,/inmueble/109362208/,Piso en Avenida de España Coslada Pueblo,alquiler,1200,68.0
Bajo exterior con ascensor,"
MADRIDEM presenta este magnífico piso reformado de 54 m2, luminoso ubicado en el Barrio de Coslada Pueblo en Coslada. Se alquila no amueblado con la cocina equipada. Con todas las comodidades y las mejores calidades es un espacio ideal para vivir.
Entre las características destacadas de este piso, se encuentran:
- Un
",COSLADAMADRID,1,/inmueble/106543320/,Piso en Avenida de España Coslada Pueblo,alquiler,1000,54.0
Planta 9ª exterior con ascensor,"
Magnífica vivienda de tres dormitorios muy luminosa. Recién pintada.
Plaza de Aparcamiento cerrada a escasos metros (cochera-almacén).
Urbanización cerrada con amplios jardines.
Cocina amueblada con encimera de granito y electrodomésticos de primeras marcas:
Placa vitrocerámica, campana extractora, horno eléctrico,
",COSLADAMADRID,3,/inmueble/109207308/,Piso en Calle de Perú Valleaguado - La Cañada,alquiler,1380,108.0
 exterior sin ascensor,"
¿Buscas un hogar moderno, acogedor y con una terraza de ensueño donde disfrutar del buen tiempo? ¡Este ático dúplex es perfecto para ti!
¡Tu nuevo hogar te espera en Valleaguado! 
¿Por qué te encantará?
Diseño y confort: Disfruta de un hogar acogedor con acabados de calidad: suelos de tarima, cocina moderna, aire
",COSLADAMADRID,2,/inmueble/109279004/,Piso en Calle de la Charca Valleaguado - La Cañada,alquiler,1340,74.0
Bajo exterior sin ascensor,"
¡Gran oportunidad en Coslada! Este piso a estrenar de 65 metros cuadrados es la opción perfecta para quienes buscan comodidad y modernidad. Con dos dormitorios y un baño, ofrece un espacio luminoso y funcional, ideal para familias o parejas que desean un hogar listo para entrar a vivir. La vivienda cuenta con un magníf
",COSLADAMADRID,2,/inmueble/109250763/,Piso en Calle Doctor Michavila Coslada Pueblo,alquiler,1200,65.0
Planta 4ª exterior con ascensor,"
¡OPORTUNIDAD ÚNICA EN BARRIO DEL PUERTO, COSLADA!
¿Buscas un hogar que lo tenga todo? Este magnífico piso de 2 dormitorios te está esperando. Imagínate llegar a casa después del trabajo y relajarte en tu piso con aire acondicionado, sabiendo que tienes una piscina climatizada esperándote para un chapuzón relajante.
La
",COSLADAMADRID,2,/inmueble/108988423/,Piso en Calle Mar Caribe 2,alquiler,1250,114.0
Bajo exterior sin ascensor,"
Vivienda reformada de 40m2, distribuidos en 1 dormitorio, 1 baño con plato de ducha y salón con cocina amueblada y equipada.
Dispone de calefacción individual por aire acondicionado con bomba de frío y calor, suelos de tarima, ventanas Climalit, es exterior muy luminoso y está sin amueblar.
Gastos de comunidad inclui
",COSLADAMADRID,1,/inmueble/109330899/,Piso en Coslada Pueblo Coslada,alquiler,790,40.0
Planta 3ª exterior con ascensor,"
Espectacular piso en alquiler TOTALMENTE AMUEBLADO Y EQUIPADO, en la zona de Barrio del puerto / Coslada. 3ª planta con ascensor. Distribuido en: 3 dormitorios con armario. 1 baño en suite con plato de ducha y otro con bañera. Amplio y luminoso salón. Cocina  amplia donde cuentas con una mesa para comer, totalmente equ
",COSLADAMADRID,3,/inmueble/109337299/,Piso en El Puerto Coslada,alquiler,1500,97.0
Planta 6ª exterior con ascensor,"
Piso en alquiler situado en una de las mejores zonas residenciales de Coslada, con excelente ubicación en el Barrio del Puerto, 3 dormitorios, garaje, trastero y piscina comunitaria.
Características Básicas:
-110m2 construidos.
-Buen estado.
-3 habitaciones.
-Salón luminoso e independiente.
-2 baños completos, uno de
",COSLADAMADRID,3,/inmueble/98530470/,Piso en El Puerto Coslada,alquiler,1230,110.0
Planta 1ª exterior con ascensor,"
Gilmar Consulting Inmobiliario, ofrece EN EXCLUSIVA, amplio y reformado piso de tres dormitorios y maravillosa terraza; en una excelente urbanización de Alcobendas.
En la actualidad, los propietarios utilizan el piso como despacho profesional.
Iniciando su recorrido, tras el generoso vestíbulo, nos da la bienvenida
",ALCOBENDASMADRID,3,/inmueble/109214649/,Piso en Calle de la Constitución Alcobendas Centro,venta,430000,90.0
Planta 1ª exterior con ascensor,"
Gilmar Consulting Inmobiliario, ofrece exclusivo piso de tres dormitorios y amplia terraza; en una de las mejores y actuales urbanizaciones de Alcobendas.
Iniciando su recorrido, tras el vestíbulo, nos da la bienvenida un espacioso salón-comedor; dando paso a una gran terraza con discreta zona de lavandería.
Cocina
",ALCOBENDASMADRID,3,/inmueble/108560829/,Piso en Avenida de Camilo José Cela Norte,venta,795000,135.0
Planta 2ª exterior con ascensor,"
Maravilloso piso de 2 dormitorios en Valdelasfuentes
Engel & Völkers te ofrece este estupendo piso exterior en Valdelasfuentes. Ubicada en una urbanización de varios portales con zonas comunes y piscina.
La vivienda de 67m2 construidos consta de 2 dormitorios y 1 cuartos de baño. Al entrar en la vivienda encontramos u
",ALCOBENDASMADRID,2,/inmueble/108263358/,Piso en Norte Alcobendas,venta,430000,127.0
Planta 2ª exterior con ascensor,"
HOGARES ALCOBENDAS VENDE EN EXCLUSIVA fantástico segundo en una de las mejores y más novedosas zonas del municipio, próximo a todo tipo de servicios, colegios, zonas verdes, parques infantiles, paradas de autobús, estación de Renfe, parada de metro, supermercados, etc.
La VIVIENDA se distribuye de la siguiente manera:
",ALCOBENDASMADRID,3,/inmueble/109385673/,Piso en Paseo de la Chopera Norte,venta,749900,189.0
Planta 3ª exterior con ascensor,"
HOGARES ALCOBENDAS VENDE EN EXCLUSIVA fantástico tercero en una de las mejores y más novedosas zonas del municipio, próximo a todo tipo de servicios, colegios, zonas verdes, parques infantiles, paradas de autobús, estación de Renfe, parada de metro, supermercados, etc.
La VIVIENDA se distribuye de la siguiente manera:
",ALCOBENDASMADRID,4,/inmueble/108517615/,Piso en Calle de Juan Ramón Jiménez Norte,venta,714900,159.0
Bajo exterior con ascensor,"
Exclusivo bajo con Jardin Privado en Alcobendas Norte
Engel & Völkers presenta esta espectacular vivienda, ubicada en una de las zonas más tranquilas y mejor comunicadas del norte de Madrid. Se trata de una preciosa propiedad de unos 230m² que se dividen de la siguiente manera. Un piso en planta baja de unos 90 m², con
",ALCOBENDASMADRID,3,/inmueble/108796574/,Piso en Norte Alcobendas,venta,1020000,230.0
Planta 4ª exterior con ascensor,"
Oportunidad Única en Alcobendas!
Calle Salvador Allende, 1 · Urbanización Premium · 120 m²
Vive en una de las zonas más codiciadas de Alcobendas, a un paso de colegios de prestigio, centros comerciales (Plaza Norte 2), supermercados, parques urbanos y con conexión directa a la A-1 y Metro Marques de Valdavia.
**LIBR
",ALCOBENDASMADRID,3,/inmueble/108924398/,Piso en CL Bulevar Salvador Allende Alcobendas Centro,venta,690000,239.0
Planta 1ª exterior con ascensor,"
Impecable piso de lujo en Alcobendas Norte
Engel & Völkers La Moraleja, les presenta este espectacular piso con acabados de lujo, ubicado en una de las mejores urbanizaciones de Alcobendas Norte.
Engel & Völkers La Moraleja tiene el placer de presentar este espectacular piso con acabado de lujo en una de las mejores ur
",ALCOBENDASMADRID,3,/inmueble/107224621/,Piso en Avenida del Doctor Severo Ochoa Norte,venta,895000,144.0
Planta 3ª interior con ascensor,"
HOGARES ALCOBENDAS VENDE EN EXCLUSIVA fantástico tercero en una de las mejores y más novedosas zonas del municipio, próximo a todo tipo de servicios, colegios, zonas verdes, parques infantiles, paradas de autobús, estación de Renfe, parada de metro, supermercados, etc.
La VIVIENDA se distribuye de la siguiente manera:
",ALCOBENDASMADRID,3,/inmueble/108536549/,Piso en Paseo de la Chopera Norte,venta,819900,138.0
Planta 1ª exterior sin ascensor,"
MOREHOUSE Real Estate presenta en exclusiva esta excelente oportunidad de inversión o vivienda habitual: un piso actualmente alquilado hasta septiembre de 2025, lo que permite obtener una alta rentabilidad desde el primer día.
Ubicado en el municipio de Alcobendas, una de las zonas más consolidadas y demandadas del no
",ALCOBENDASMADRID,3,/inmueble/108543129/,Piso en Calle de Barcelona Alcobendas Centro,venta,234000,61.0
Bajo interior sin ascensor,"
HOGARES ALCOBENDAS VENDE EN EXCLUSIVA fantástico piso COMPLETAMENTE REFORMADO en una de las mejores zonas del municipio, próximo a todo tipo de servicios, colegios, zonas verdes, parques infantiles, paradas de autobús, estación de Renfe, parada de metro, supermercados, etc.
La VIVIENDA se distribuye de la siguiente ma
",ALCOBENDASMADRID,2,/inmueble/109398131/,Piso en Paseo de la Chopera Alcobendas Centro,venta,219900,49.0
Planta 3ª exterior sin ascensor,"
HOGARES ALCOBENDAS VENDE EN EXCLUSIVA fantástico piso COMPLETAMENTE REFORMADO en una de las mejores zonas del municipio, próximo a todo tipo de servicios, colegios, zonas verdes, parques infantiles, paradas de autobús, estación de Renfe, parada de metro, supermercados, etc.
La VIVIENDA se distribuye de la siguiente ma
",ALCOBENDASMADRID,3,/inmueble/109316683/,Piso en Calle de Barcelona Alcobendas Centro,venta,339000,70.0
Planta 3ª exterior con ascensor,"
HOGARES ALCOBENDAS VENDE EN EXCLUSIVA fantástico tercer piso en una de las mejores zonas del municipio, próximo a todo tipo de servicios, colegios, zonas verdes, parques infantiles, paradas de autobús, estación de Renfe, parada de metro, supermercados, etc.
La VIVIENDA se distribuye de la siguiente manera:
EN EL PRIME
",ALCOBENDASMADRID,2,/inmueble/108446762/,Dúplex en Calle Antonio de Nebrija Norte,venta,419900,133.0
Planta 4ª exterior sin ascensor,"
MIREHOUSES, presenta en EXCLUSIVA. ""Oportunidad¡Tu nuevo hogar te espera! **
Descubre este encantador piso ubicado en una de las zonas más demandadas de Alcobendas, a solo 15 km al norte de Madrid. Con una superficie construida de 66 m² y 62 m² útiles, este hogar ofrece una distribución ideal que maximiza la comodidad
",ALCOBENDASMADRID,2,/inmueble/108412324/,Piso en Calle de Teruel Alcobendas Centro,venta,239000,66.0
Planta 1ª exterior con ascensor,"
MIREHOUSES presenta, EXCLUSIVO PISO. Urbanización cerrada y amplia piscina. No pierdas la oportunidad, te esperamos.
Un lienzo en blanco para decorar a tu gusto, te hacemos algunas propuestas en imágenes.
¡Descubre tu nuevo hogar en la exclusiva urbanización cerrada de Alcobendas! Este impresionante piso de 175 m² co
",ALCOBENDASMADRID,4,/inmueble/106746747/,Piso en Calle de Juan Ramón Jiménez Norte,venta,759000,175.0
Planta 1ª exterior con ascensor,"
Mayac Inmobiliaria pone en venta este amplio piso de 100 m² en Alcobendas, una de las zonas residenciales más demandadas del norte de Madrid.
La vivienda cuenta con tres dormitorios luminosos, un baño completo, un salón espacioso con múltiples posibilidades de distribución y una cocina independiente con zona de comedo
",ALCOBENDASMADRID,3,/inmueble/109338633/,Piso en Alcobendas Centro Alcobendas,venta,369000,100.0
Planta 1ª exterior con ascensor,"
MIREHOUSES**Piso en Venta: Estilo y Comodidad en el Corazón de la Ciudad**
Descubre este encantador piso reformado, donde el estilo moderno se encuentra con la comodidad diaria. Situado en una ubicación práctica, a pocos pasos de la M30 y rodeado de comercios, este hogar es ideal para quienes buscan una vida activa y
",ALCOBENDASMADRID,2,/inmueble/108821476/,Piso en Calle de la Libertad Alcobendas Centro,venta,319000,69.0
Planta 2ª exterior con ascensor,"
Promoción Santa Lucía 12 – Alcobendas.
¡ÚLTIMAS 2 VIVIENDAS!
Edery Real Estate XVIII promociona Santa Lucía 12, una exclusiva promoción de solo 5 viviendas con trasteros, piscina comunitaria y solárium en pleno Alcobendas. Viviendas personalizadas, los propietarios tendrán la opción de escoger según sus preferencias
",ALCOBENDASMADRID,2,/inmueble/109394371/,Ático en Calle de Sta. Lucía 12,venta,395000,70.0
Planta 1ª exterior con ascensor,"
Plaza de garaje no está incluida (plaza exterior: 12.500€ y plaza interior: 13.500€).
Promoción Santa Lucía 12 – Alcobendas.
¡ÚLTIMAS 2 VIVIENDAS!
Edery Real Estate XVIII promociona Santa Lucía 12, una exclusiva promoción de solo 5 viviendas con trasteros, piscina comunitaria y solárium en pleno Alcobendas. Vivien
",ALCOBENDASMADRID,2,/inmueble/109394354/,Piso en Calle de Sta. Lucía 12,venta,389000,70.0
Planta 4ª exterior con ascensor,"
Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS
Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva má
",ALCOBENDASMADRID,2,/inmueble/108495047/,Dúplex en Calle Francisco Largo Caballero 26,venta,467700,89.0
Planta 5ª exterior con ascensor,"
¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad.
Exclusivo piso situado en el barrio de Ensanche, en Alcobendas.
La vivienda está ubicada en la 5 planta exterior con ascensor. Dispone de una superficie total de 88 m², distribuidos en salón y comedor, cocina abierta equipada,
",ALCOBENDASMADRID,3,/inmueble/108815541/,Piso en Calle Conjunto de Avenidas Norte,venta,440000,88.0
Planta 1ª exterior con ascensor,"
Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS
Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva má
",ALCOBENDASMADRID,3,/inmueble/108494874/,Piso en Calle Francisco Largo Caballero 26,venta,407700,97.0
Planta 2ª exterior con ascensor,"
Piso de 2 dormitorios para entrar a vivir en Valdelasfuentes
Engel & Völkers te ofrece este maravilloso piso exterior con orientación sur en Valdelasfuentes. Ubicado en una urbanización de varios portales con zonas comunes y piscina.
La vivienda de 72m2 construidos consta de 2 dormitorios y 1 cuartos de baño. Al entra
",ALCOBENDASMADRID,2,/inmueble/109093610/,Piso en Norte Alcobendas,venta,435000,127.0
Bajo interior con ascensor,"
HOGARES ALCOBENDAS VENDE EN EXCLUSIVA fantástico bajo interior CONSTRUIDO EN 2019 en una de las zonas más céntricas del municipio, próximo a todo tipo de servicios, colegios, zonas verdes, parques infantiles, paradas de autobús, estación de Renfe, parada de metro, supermercados, etc.
La VIVIENDA se distribuye de la si
",ALCOBENDASMADRID,1,/inmueble/109122368/,Piso en Calle de Pablo Picasso Alcobendas Centro,venta,289900,60.0
Planta 2ª exterior sin ascensor,"
PRIMER NIVEL INMOBILIARIA VENDE este piso con una excelente ubicación, a escasos minutos de la estación de METRO Marqués de la Valdavia.
Está distribuido en 3 dormitorios, 1 baño, salón, cocina independiente y una terraza de buen tamaño.
Cuenta además de un trastero ubicado en la misma finca.
Se encuentra ubicado
",ALCOBENDASMADRID,3,/inmueble/108382012/,Piso en Calle del Marqués de la Valdavia Alcobendas Centro,venta,220000,76.0
Planta 3ª exterior con ascensor,"
HOGARES ALCOBENDAS VENDE EN EXCLUSIVA fantástico tercer piso en una de las mejores zonas del municipio, próximo a todo tipo de servicios, colegios, zonas verdes, parques infantiles, paradas de autobús, estación de Renfe, parada de metro, supermercados, etc.
La VIVIENDA se distribuye de la siguiente manera:
- Encontra
",ALCOBENDASMADRID,3,/inmueble/108927610/,Piso en Avenida de Pablo Iglesias Norte,venta,519900,144.0
Planta 1ª exterior con ascensor,"
Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS
Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva má
",ALCOBENDASMADRID,3,/inmueble/109337090/,Piso en Calle Francisco Largo Caballero 26,venta,427700,97.0
Planta 3ª exterior sin ascensor,"
WeGet Inmobiliaria (WGI) VENDE en exclusiva VIVIENDA de 4 HABITACIONES, en ALCOBNEDAS.
Amplio y luminoso piso con gran terraza, garaje y trastero en excelente ubicación
Se vende piso en una tercera planta, muy luminoso y con excelentes calidades. La vivienda cuenta con un amplio salón con acceso a una gran terraza co
",ALCOBENDASMADRID,4,/inmueble/109007833/,Piso en Alcobendas Centro Alcobendas,venta,460000,182.0
Planta 3ª exterior con ascensor,"
HOGARES ALCOBENDAS VENDE EN EXCLUSIVA fantástico tercero en una de las mejores zonas del municipio, próximo a todo tipo de servicios, colegios, zonas verdes, parques infantiles, paradas de autobús, estación de Renfe, parada de metro, supermercados, etc.
La VIVIENDA se distribuye de la siguiente manera:
- Encontramos
",ALCOBENDASMADRID,4,/inmueble/109067894/,Piso en Calle de Ruperto Chapí Ensanche,venta,449000,117.0
Planta 3ª exterior sin ascensor,"
 DEHESA NORTE REAL ESTATE VENDE EN RENTABILIDAD – PISO EN ALCOBENDAS CENTRO 
SIN ASCENSOR
¿Buscas una inversión segura y con rentabilidad inmediata?
Este piso exterior en pleno Alcobendas Centro es tu oportunidad.
 Datos clave de la inversión:
Actualmente alquilado a inquilino solvente y responsable (demostrable
",ALCOBENDASMADRID,2,/inmueble/109336893/,Piso en Calle del Codo 7,venta,225800,62.0
Planta 2ª exterior sin ascensor,"
Tu nuevo comienzo… o tu mejor inversión. Piso reformado junto a las Meninas de Alcobendas 
Ubicada en la calle de los Naranjos, una de las zonas más demandadas de Alcobendas, esta vivienda representa una oportunidad única tanto para empezar una nueva vida familiar como para invertir con cabeza y visión de futuro.
Ubi
",ALCOBENDASMADRID,3,/inmueble/108602305/,Piso en Calle de los Naranjos Alcobendas Centro,venta,265000,70.0
Planta 1ª exterior sin ascensor,"
PRIMER NIVEL INMOBILIARIA VENDE este piso con una excelente ubicación, a escasos minutos de Avenida de España, una de las arterias principales de Alcobendas.
Está distribuido en 2 dormitorios, 1 baño, salón, cocina independiente con terraza tendedero y una terraza adicional en el dormitorio principal.
Cuenta con mu
",ALCOBENDASMADRID,2,/inmueble/108789734/,Piso en Calle de la Marquesa Viuda de Aldama Alcobendas Centro,venta,240000,67.0
Bajo exterior con ascensor,"
PRIMER NIVEL INMOBILIARIA VENDE apartamento de 1 dormitorio en Alcobendas.
Consta de 50m2 distribuidos en salón comedor, cocina americana equipada, dormitorio con armario empotrado, y baño completo.
Es una planta baja y fue reformada recientemente.
Se encuentra bien ubicado, próximo a todo tipo de servicios y come
",ALCOBENDASMADRID,1,/inmueble/108365736/,Piso en Calle de Mariano Sebastian Izuel Alcobendas Centro,venta,205000,50.0
,"
JJS HOMES REAL ESTATE S. L. vende en exclusiva espectacular chalet en una de las mejores zonas de ALCOBENDAS.
Distribuida en 141 m² y con plaza de garaje y trastero INCLUIDOS EN EL PRECIO
Se encuentra ubicada cerca de todos los servicios como parada de autobuses urbanos e interurbanos, metro, RENFE, supermercados, co
",ALCOBENDASMADRID,3,/inmueble/109221591/,Chalet pareado en Calle de Valencia Ensanche,venta,523000,141.0
Planta 3ª exterior con ascensor,"
LÓPEZ DUQUE PROPIEDADES pone a su disposición piso de 90m² en venta, en la zona de Ensanche en Alcobendas.
Se trata de un estupendo piso en tercera planta exterior con ascensor con reforma integral. Posición de esquina facilitando doble orientación y luminosidad. Vistas despejadas y hogar confortable.
El piso dispone
",ALCOBENDASMADRID,4,/inmueble/109180243/,Piso en Avenida de España Ensanche,venta,440000,90.0
Planta 3ª exterior con ascensor,"
LÓPEZ DUQUE PROPIEDADES pone a su disposición piso de 90m² en venta, en la zona de Ensanche en Alcobendas.
Se trata de un estupendo piso en tercera planta exterior con ascensor con reforma integral. Posición de esquina facilitando doble orientación y luminosidad. Vistas despejadas y hogar confortable.
El piso dispone
",ALCOBENDASMADRID,4,/inmueble/109180071/,Piso en Avenida de España Alcobendas Centro,venta,440000,90.0
Bajo exterior sin ascensor,"
¡Reserva ya tu vivienda de obra nueva desde 165.000€!
Se comercializan estudios y pisos de 1 y 2 dormitorios sobre plano, en un moderno proyecto en construcción ubicado junto al Paseo de la Chopera, en una de las zonas con mayor proyección de Alcobendas. Una oportunidad única para vivir o invertir en una vivienda efic
",ALCOBENDASMADRID,2,/inmueble/108094312/,Piso en Alcobendas Centro Alcobendas,venta,285000,62.0
Planta 4ª exterior con ascensor,"
Venta directa por propietario. Abstenerse agencias.
82m2 de vivienda + 70m2 de terraza + 30 m2 de garaje + 8 m2 de trastero + piscina + juego niños
Ubicada en una zona rodeada de parques y con un completo equipamiento urbano, esta propiedad se encuentra a pocos pasos de paradas de autobús, a 5 minutos de la estación
",ALCOBENDASMADRID,2,/inmueble/107461917/,Ático en Calle de Francisco Largo Caballero 58,venta,485000,160.0
Planta 4ª exterior con ascensor,"
Encantador piso ubicado en la hermosa localidad de Alcobendas. Con una superficie de 115 metros cuadrados, este espacioso hogar cuenta con 4 habitaciones y 2 baños, ofreciendo un amplio espacio para la comodidad y privacidad.
Este apartamento ha sido totalmente reformado con una atención meticulosa a los detalles, bri
",ALCOBENDASMADRID,4,/inmueble/109091127/,Piso en Alcobendas Centro Alcobendas,venta,525000,115.0
Planta 2ª exterior con ascensor,"
Descubre tu nuevo hogar en este espectacular piso exterior, completamente renovado y listo para estrenar! La reforma integral esta totalmente terminada. Con una superficie de 90 m² construidos, esta vivienda ofrece un espacio amplio y luminoso. Disfruta de la comodidad de sus 3 dormitorios todos con armarios empotrados
",ALCOBENDASMADRID,3,/inmueble/108719709/,Piso en Calle del Príncipe 4,venta,385000,90.0
Planta 3ª exterior sin ascensor,"
PRIMER NIVEL INMOBILIARIA vende piso ubicado en una zona tranquila, próxima a todos los servicios y bien comunicada.
Es un piso exterior, luminoso y con la siguiente distribución: Cocina, salón independiente con un pequeño almacenaje, 3 dormitorios y 1 baño.
La vivienda se encuentra en buen estado de conservación, s
",ALCOBENDASMADRID,3,/inmueble/109068261/,Piso en Calle de Manuel Gómez Oria Alcobendas Centro,venta,235000,70.0
,"
APINORTE Vuestra agencia de confianza presenta vivienda de 150 m² de dos alturas con accesos independientes, en terreno urbano de 115 m² en venta.
Compuesta de planta baja de 85 m² repartida en recibidor extra grande con armario de cortesía, salón, cocina comedor, habitación principal con baño privado en suite, segund
",ALCOBENDASMADRID,4,/inmueble/106977362/,Chalet adosado en Alcobendas Centro Alcobendas,venta,397000,180.0
Planta 1ª exterior con ascensor,"
PRIMER NIVEL INMOBILIARIA VENDE este piso con una excelente ubicación, a escasos minutos de la glorieta ""MENINA"", una de las arterias principales de Alcobendas.
La finca tiene ascensor.
Está distribuido en 2 dormitorios, 1 baño, salón, cocina independiente y terraza.
Cuenta con mucha luz natural, está equipado co
",ALCOBENDASMADRID,2,/inmueble/108855633/,Piso en Calle de la Libertad Alcobendas Centro,venta,319000,69.0
Planta 2ª exterior con ascensor,"
INHOUSE INMOBILIARIA vende en Exclusiva vivienda tipo Ático Dúplex con terraza de 45 m2 en edificio Seminuevo, con piscina comunitaria. La vivienda además dispone de plaza de garaje y trastero de 5,5 m2. Está compuesta por dos dormitorios, un baño completo y un aseo, espectacular cocina tipo americana de primera calida
",ALCOBENDASMADRID,2,/inmueble/107861521/,Dúplex en Alcobendas Centro Alcobendas,venta,444800,72.0
Planta 4ª exterior con ascensor,"
ABSTENERSE AGENCIAS. Gracias
NO TIENE PISCINA.
- Oportunidad única en Valdelasfuentes. Presentamos este piso ubicado en una de las zonas más cotizadas de Alcobendas, ideal para quienes buscan confort a pocos minutos del centro de la ciudad.
La vivienda tiene 99 m2 construidos y 75 m2 útiles. Inmueble muy luminoso que
",ALCOBENDASMADRID,3,/inmueble/107645979/,Piso en Paseo del 8 de Marzo 4,venta,530000,99.0
Planta 3ª exterior con ascensor,"
LÓPEZ DUQUE PROPIEDADES pone a su disposición piso de 89m² en venta, en la zona de Ensanche en Alcobendas.
¡ Retomamos visitas y atención de llamadas el día 1 de septiembre, disculpen las molestias!
Se trata de un estupendo piso en tercera planta exterior con ascensor. Posición de esquina facilitando doble orientació
",ALCOBENDASMADRID,3,/inmueble/108804729/,Piso en Avenida de España Alcobendas Centro,venta,365000,89.0
Bajo interior sin ascensor,"
REDPISO EN EXCLUSIVA esta magnífica vivienda situada en una de las zonas más céntricas y con mayor proyección de la ciudad. Se trata de un piso de 55 m² ubicado en una primera planta, que destaca por su excelente distribución y comodidad. La vivienda cuenta con dos habitaciones, un baño completo con plato de ducha y un
",ALCOBENDASMADRID,2,/inmueble/109289589/,Piso en Alcobendas Centro Alcobendas,venta,234900,55.0
Planta 2ª exterior sin ascensor,"
Inmueble alquilado y sin acceso al interior. IDEAL PARA INVERSORES
DP2020 vende piso en la segunda planta de un edifico residencial, muy bien distribuido y con distintas dependencias.
Esta propiedad se encuentra alquilada. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El compra
",ALCOBENDASMADRID,3,/inmueble/108983406/,Piso en Alcobendas Centro Alcobendas,venta,190000,57.0
Planta 4ª exterior con ascensor,"
Redpiso Alcobendas Norte vende en exclusiva vivienda totalmente reformada, lista para entrar a vivir.
Se distribuye en un amplio salón independiente con salida directa a una espaciosa terraza, ideal para disfrutar del aire libre y momentos de relax. La cocina independiente, moderna y funcional, cuenta con zona de tende
",ALCOBENDASMADRID,4,/inmueble/108916252/,Piso en Ensanche Alcobendas,venta,621800,104.0
Bajo exterior con ascensor,"
Ubicado en una de las urbanizaciones mejor valoradas de Alcobendas Norte, este bajo con jardín privado de 120 m² ofrece una vivienda cómoda, moderna y bien conectada con los principales servicios de la zona.
El inmueble se caracteriza por una distribución funcional que diferencia claramente las zonas de día y de noche
",ALCOBENDASMADRID,3,/inmueble/109231873/,Piso en Norte Alcobendas,venta,1020000,120.0
Planta 4ª exterior con ascensor,"
Ático en Alcobendas – Zona Valdelasfuentes
Ático exclusivo en la mejor zona de Alcobendas, a menos de 2 minutos andando de la estación de Renfe Cercanías y Metro Valdelasfuentes, con conexión directa al centro de Madrid en tan solo 25 minutos.
La vivienda dispone de 68 m² útiles, muy bien distribuidos en 2 habitacion
",ALCOBENDASMADRID,2,/inmueble/109357874/,Piso en Calle de Dolores Ibárruri Norte,venta,598000,82.0
Planta 1ª exterior con ascensor,"
IFRALA INMOBILIARIA, Os informó que le queda poco para encontrar un nuevo propietario para esta vivienda.
No cobramos honorarios al comprador.
Nosotros queremos vender y tu quieres comprar, estamos seguros que podemos llegar a un acuerdo. Ven a verla:)
Cocina amueblada y equipada.
Aire acondicionado frío/calor en salón
",ALCOBENDASMADRID,2,/inmueble/108260603/,Piso en Calle de la Sonrisa 4,venta,420000,73.0
Planta 2ª exterior con ascensor,"
MICASA GESTIÓN INMOBILIARIA vende este encantador piso reformado de 69 m² perfecto para quienes buscan comodidad y tener todos los servicios cerca como colegios, comercios locales, centro de salud, y transporte público.
Con tres amplios dormitorios, este espacio se adapta a tus necesidades, ya sea para una familia o p
",ALCOBENDASMADRID,3,/inmueble/109179692/,Piso en Pz Parque Blanco Alcobendas Centro,venta,295000,69.0
